YEAR,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ECONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual economies,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
  ECA: West Africa,43.30454486,16.45103081,12.66469285,3.570036603,-6.154745701,2.522171544,14.34966412,-9.119910514,-11.59640806,-18.28811914,-8.674592315,-10.1492127,-15.57974341,-19.97273804,-18.78076017,-12.77198378,-10.73538945,-11.72572881,-2.805184166,-1.161339758,5.726728532,7.095931352,5.712943716,4.503034243,18.5523717,30.99906104,93.09309585,11.37890179,15.12456527,1.852034912,-21.26508534,17.70332769,29.78109265,-17.20556352,-23.45932563,-15.51961636,18.21325033,23.96391538,9.180000455,18.10196488,1.486737334,19.20575675,48.9474581,9.875327348,6.940888818,8.661136841,10.07871468,14.16135349,47.38220086,19.88028292,-4.247174983,11.80899528,47.12198112,16.61644513,48.17622997,42.96332345,62.15565244,53.94980405,49.80952673,32.25997997,24.94440586,24.2589365,37.34439066,50.42475951,48.47932093,16.43368301,28.99126085,-7.603790201,-16.21229123,7.340778427,8.312690035,-0.332116064
ECLAC (Economic Commission for Latin America and the Caribbean),1.672027041,-3.435347942,13.46028912,-5.110936649,-10.67743651,11.52227047,1.914376538,0.287289965,2.457117331,-7.19773054,-6.867057576,-2.710128443,-3.665415302,-6.469876632,-5.29511315,0.284979393,1.733354267,4.195604235,-0.783593878,0.581921054,-5.696840922,-4.337790462,-4.727644683,-16.11792531,-13.43484041,-3.481096608,-8.106262874,-19.32317589,-12.17326203,-7.85657066,-11.11702099,-5.257604543,-9.94123511,-8.725616925,0.977817169,28.06339635,34.77997419,30.52819241,9.178957756,11.46925138,13.77594705,16.85951863,16.62127084,1.335448585,-10.91092187,-13.72550531,-14.00849809,-7.02627362,-6.097254732,-11.66157351,-17.36293212,-8.760988402,-5.37912318,-7.04256839,0.403831224,6.080136732,7.152674515,9.030295863,9.572841069,3.631609596,-2.031766202,1.523921921,-0.491413971,1.257038818,-0.395573115,-4.21936446,-6.5183003,-10.5814434,-4.723440406,-1.968564825,-3.707350469,-2.29209563
  ECLAC: Latin America,5.336789188,0.550316143,19.81075663,-2.209584406,-8.323381785,16.72174631,5.563016768,4.136037693,7.083301452,-4.31466632,-3.345690559,1.785245077,0.027884758,-3.852231931,-2.442027638,3.789728889,6.267505865,9.902026511,3.728890506,5.433345677,-2.413676583,0.410304034,-0.452175322,-13.51446807,-10.89932522,0.305487686,-6.959783154,-21.15080604,-11.21360609,-7.491434777,-11.45420245,-5.713051002,-8.856647616,-8.102147695,5.901530516,38.22461331,43.66665695,36.28999993,13.23406105,15.3923869,17.36720091,21.55049023,20.91913283,4.636098886,-9.56359863,-12.06914809,-13.00385151,-5.494030495,-4.091621909,-9.928980842,-15.7134649,-6.988664178,-3.713763197,-5.519743452,2.783905089,8.734105052,9.330131843,10.9193879,10.88202462,5.009489893,-1.202329862,3.233298104,0.526254119,2.152772251,0.558463614,-3.528278847,-5.595990985,-9.581225018,-3.322999064,-0.687807356,-2.473329499,-0.814831906
  ECLAC: Caribbean,-25.17155363,-27.39194976,-20.88895869,-23.05909846,-23.83265166,-15.51020797,-17.09913704,-19.37751085,-20.34140073,-22.04016187,-23.92014678,-24.15243292,-22.50064612,-19.5884689,-19.92117482,-17.41360415,-21.37700472,-24.23620128,-24.38702133,-24.76465567,-24.26057119,-29.95419255,-28.58819229,-30.05341996,-27.49074748,-24.20443553,-13.32347574,-10.1106152,-16.36573306,-9.702891039,-9.214552817,-2.500190112,-15.66945416,-12.20893255,-22.48064109,-17.83963673,-15.14310738,-16.40131646,-25.2178107,-23.47450584,-24.47790487,-27.59952514,-32.68465018,-37.02791564,-31.87903138,-39.58347452,-33.12920584,-34.45829145,-40.84940714,-44.25200051,-51.20284324,-43.91377862,-36.78258952,-35.65576813,-43.5531066,-40.01349608,-34.21724027,-26.82978424,-16.6547579,-25.35988076,-20.07676619,-38.74619005,-32.80042221,-23.848893,-30.58427693,-25.23127488,-35.7466254,-42.76466708,-49.33246691,-45.06780992,-44.94704143,-50.35713332
ESCAP (Economic and Social Commission for Asia and the Pacific),-2.887573197,-13.41191323,15.22571068,1.568330218,-14.69367983,-9.146846684,-9.700660177,-5.525687459,-6.213322231,-10.62693971,-8.665347658,-2.082916514,-12.50605612,-13.36060792,-8.595564865,-10.38372291,-11.4556943,-8.220858372,-6.623981566,-9.130291419,-7.124658042,-2.595416388,-4.834095149,3.772623353,1.927655391,-3.247928576,-7.728215298,-12.39118935,-4.242103224,1.293365562,0.733593021,-4.471200684,-5.969087643,-4.953125276,-1.300058253,2.007620051,4.824337721,4.247288073,12.48655208,13.79927464,8.360623772,1.994206955,-1.033526617,3.301181301,6.11571747,6.15632957,7.742299774,3.253961455,-1.051182725,2.65588854,14.97505215,14.96436002,11.99825043,9.290389064,9.937131297,9.328615647,8.529952191,8.609845328,10.36960846,10.59961174,7.089591211,7.711561823,6.76614676,3.337602789,1.292584387,1.300951135,3.905662631,10.26344138,10.34882736,6.573981724,4.462179504,5.950839562
ESCAP: Africa,-13.55816222,-15.96613625,-1.510127642,-10.4429624,-13.64547161,-7.038986077,-7.969021383,-11.72277126,-10.23015325,-15.06700535,-17.65994499,-10.17768723,-13.98134725,-12.20417641,-3.260797025,5.56159217,4.390755307,-0.64776798,6.224623313,7.064969946,17.31369912,20.88001354,11.08693742,4.385006914,13.63019199,21.36290221,38.44052741,-0.943159258,13.30912057,10.17604022,-8.135924484,30.46019165,27.31130149,-8.58566157,-10.27318997,-3.498881943,1.151548944,13.11882361,-6.144905303,-4.785107193,-17.85283719,-7.635982224,11.38011523,8.196602202,-0.397319925,-2.636415049,-6.065895152,-9.420719633,-0.332317355,-3.341153632,-20.18251738,-8.690966102,13.81736935,3.159165277,7.054742158,8.713446953,13.11145439,22.6171905,23.78906074,16.80102361,16.63928296,-4.153849251,8.683979854,7.642359752,4.647823301,-7.08162566,-12.1654662,-28.68641296,-26.0307599,-17.12548845,-15.44615791,-18.29144768
ESCAP: Latin America,1.672027041,-3.435347942,13.46028912,-5.110936649,-10.67743651,11.52227047,1.914376538,0.287289965,2.457117331,-7.19773054,-6.867057576,-2.710128443,-3.665415302,-6.469876632,-5.29511315,0.284979393,1.733354267,4.195604235,-0.783593878,0.581921054,-5.696840922,-4.337790462,-4.727644683,-16.11792531,-13.43484041,-3.481096608,-8.106262874,-19.32317589,-12.17326203,-7.85657066,-11.11702099,-5.257604543,-9.939601115,-8.724904008,0.973593006,28.05132633,34.76665437,30.51976244,9.184430266,11.46925632,13.77554899,16.84841531,16.60437918,1.317901265,-10.92056901,-13.72874476,-14.00761177,-7.030498465,-6.094797311,-11.65607357,-17.35365513,-8.737969462,-5.371107026,-7.035721926,0.41502993,6.098763047,7.160069108,9.046022384,9.582559637,3.641763346,-2.019784279,1.536043615,-0.483546111,1.261325022,-0.384450803,-4.210424927,-6.513109704,-10.5801826,-4.696594641,-1.952899104,-3.686237311,-2.266140769
ESCAP: Europe,-27.13569736,-19.36329635,-17.05404158,-17.60840809,-15.31866856,-11.12387555,-10.53619457,-12.42022208,-13.17069065,-14.33486922,-8.401228774,-6.84387018,-9.311784286,-8.995851162,-11.25995834,-11.91946475,-12.80239677,-10.90168096,-10.52258048,-8.970267077,-7.061142978,-7.550956731,-8.607508707,-6.834185889,-4.975682323,-7.124209426,-11.86667831,-7.827502319,-10.05073069,-8.046123395,-4.840569786,-8.074724304,-11.01736502,-7.344109789,-5.671013746,-3.369691848,-2.078610207,-1.55714837,0.542759206,-0.931518899,-2.035867923,-2.897439926,-3.757900865,-5.857845255,-4.267256112,1.32881837,1.954683348,2.893089068,3.391901424,3.171005251,1.148594076,0.477851574,-1.763977835,0.208474909,2.186643914,1.091314063,0.492427722,-1.063728425,-2.436695482,-2.819900067,-3.738343545,-1.486998836,-1.906571342,-1.355575637,-0.094617904,3.337996624,2.793098168,3.48556067,2.526692365,1.93574783,1.180023125,1.000411605
ESCAP: East and North-East Asia (ENEA),-33.79580133,-38.39442169,-10.88623188,-30.20279949,-35.26147502,-41.58662447,-29.39544071,-25.27014404,-20.77449346,-26.68435158,-8.875366251,-5.943557699,-13.84690145,-22.67368285,-11.16729981,-16.06890042,-13.11062032,-1.145778643,-3.319397901,-11.89508573,-5.827672439,-0.112115846,-4.199664682,11.07431925,14.21414459,-4.407187967,-12.44018527,-6.71835672,1.465000311,8.548374333,10.80580292,-10.27142952,-9.828695339,-0.61923261,1.661904335,8.419594899,12.30730387,12.17334118,30.09735728,27.47453387,19.04113424,12.79933709,11.7280214,14.25864485,18.43500544,17.40871782,16.05777154,11.36523974,3.847232258,10.57533324,25.24160476,19.96067057,12.52563425,7.830507405,11.27755099,10.13181321,10.70869391,11.03764658,12.05468525,14.90227775,10.03274325,10.56250184,8.473408915,2.428578272,2.6213361,2.19981003,5.644193043,18.06062391,18.94192422,13.71238586,8.39250264,10.01824658
ESCAP: North and Central Asia,6.848184819,-2.781546811,23.21428571,15.06780512,11.2883925,6.464427591,1.2884978,11.95687684,-0.02767783,11.27475876,-1.195402299,7.431500099,-1.172291297,2.916952642,8.907823393,3.017424564,-0.685108583,1.451973194,11.72753696,13.06079419,13.00743889,12.85949453,9.103307194,10.625,-4.322640922,1.662561576,10.10445962,-9.886126964,-2.464049543,10.6426244,3.309856369,12.09949629,11.65438225,8.504098361,11.96911197,13.94014963,13.77394995,4.661400229,9.10523354,12.18596894,3.189055423,-4.707012488,-14.09662475,6.479819596,1.956065668,17.44486573,27.62016444,29.35701835,26.133564,17.75292456,21.13164592,71.37281819,110.3860998,72.74022479,64.70273801,66.97617797,73.45644022,82.21622769,77.30903997,55.80591262,62.42685409,51.55214184,61.7854097,65.30110713,56.80639899,51.19799767,58.09331446,59.45719667,36.63894609,41.48463684,65.33872686,50.39846184
ESCAP: South and South-West Asia,8.322833153,-16.21209162,28.8607632,18.86573728,-20.47542517,-0.70238915,-0.951106253,8.39082211,4.990757696,-15.68503466,-14.54784757,-19.69661618,-32.3076022,-23.49065017,-26.92750891,-26.83535477,-25.09243463,-22.02091308,-25.5175555,-16.88719684,-15.41804681,-12.13711263,-5.641004813,10.42662456,-18.14321264,-22.31195194,-13.33967574,-39.27939043,-32.06957497,-35.85537097,-36.44918743,-30.54175134,-37.2191485,-39.78709748,-13.32396259,-19.94552297,-26.82329086,-27.17591385,-38.03430143,-22.65786128,-22.92551902,-25.95450735,-26.57952977,-29.130292,-26.11009585,-26.68626223,-9.056310622,-21.10475716,-22.26550775,-25.11628074,-27.66866652,-19.68024737,-19.00738022,-11.56619493,-14.9973207,-18.02873642,-22.76746335,-25.71589434,-23.63022502,-24.91276529,-27.21329507,-25.67539887,-28.83726805,-28.35249927,-31.13283019,-29.16765514,-27.06687407,-28.2345054,-24.7137886,-29.55299704,-29.04146971,-27.25030054
ESCAP: Pacific,19.51840121,8.558704265,7.149087262,-7.96217959,-12.75988597,32.04530744,-7.307804991,-14.50779535,-1.574074367,7.423118356,-16.6815646,2.449322906,-15.94531728,-4.84497899,-6.022714439,-0.915004489,-6.243941298,-19.42963101,-13.90919135,-12.53268823,-17.24449886,-6.021687668,-9.228828696,-5.796569932,17.78690137,20.36684678,-15.07247027,-3.678600369,-0.463472935,-4.863939419,-8.406684054,-0.850934828,-5.166819979,-17.79269326,-19.0162001,-8.879500118,-13.4771734,-13.84684604,-14.64131752,-10.52628661,-5.273269272,-15.84745868,-8.232188599,-1.946544669,-4.140776287,-4.414665366,-9.313375802,-11.67094454,-7.950057442,-5.388008701,-12.56453332,-17.87511144,-10.10094234,-2.103924894,-11.3073606,-20.45609903,-20.33283273,-16.7319478,-13.26724925,-15.2524496,-8.973754083,-8.275218214,2.680173478,8.011659393,-3.42992027,1.08931655,-0.652460883,-9.363646438,-2.772935082,0.071523532,5.652430734,16.40807079
ESCAP: Pacific island developing economies (PIDE),-17.5548177,-21.90064909,2.325065311,-15.54122263,-17.48587402,-24.05677499,-16.80624605,-11.48283064,-12.96681304,-13.81659071,-5.863286572,-0.626959248,-8.811089814,-12.58136027,-2.579374652,-8.210148279,-8.138304834,-0.127283414,1.983878123,-3.449415912,0.494201365,4.125907796,-0.075869986,10.93476269,8.171391375,-2.693143113,-7.263360308,-7.719706538,0.290062987,9.155655951,8.579837306,-4.42456806,-4.521254635,1.658001512,4.515918433,9.990276111,12.68849381,10.2368905,24.47361986,23.67865279,15.48319499,9.001496666,6.247105196,13.62633289,17.34176031,17.7152,17.29546659,12.83255581,5.928627415,11.37329421,25.47577048,23.39223988,17.82786779,12.2443696,15.00359703,14.17483899,15.36884212,16.62370976,17.51091037,18.74522759,15.00135911,14.31303415,12.54208202,7.214152435,7.097573707,6.240798119,9.70199229,21.27231697,20.54933072,15.84486583,12.42935563,13.38124339
ESCAP: Other area,-32.04015026,-31.66839426,-14.1359876,1.516296371,12.97626786,29.8839509,41.75403792,24.79927504,19.47710495,13.68471084,44.01064164,35.68665701,30.13461826,25.17215029,30.60365589,34.30495026,26.41022437,28.44262911,31.12465792,39.28656888,39.15958603,27.04236166,28.62613011,60.74575733,67.65935873,71.79491139,239.6733061,133.1273465,129.3367779,82.8901811,55.27633526,97.16999609,123.891399,82.79776022,26.32994508,4.005076459,8.576565008,13.66321396,-6.979367522,6.393869977,-3.086266768,24.21983759,46.2160425,18.52818353,10.22802554,6.208966048,8.725071362,9.983051704,18.78946827,22.05940351,-4.912855541,17.6491514,53.85918172,33.55658015,35.14892576,39.7848824,42.99121939,62.57842082,72.284173,58.30771681,60.65282314,38.27530114,54.92388606,75.91517785,75.78961697,68.15004802,55.0109287,14.33801067,11.71875108,23.52953393,43.35236964,32.58455042
"ESCAP: East and North-East Asia, incl. the Russian Federation",-17.5548177,-21.90064909,2.325065311,-15.54122263,-17.48587402,-24.05677499,-16.80624605,-11.48283064,-12.96681304,-13.81659071,-5.863286572,-0.626959248,-8.811089814,-12.58136027,-2.579374652,-8.210148279,-8.138304834,-0.127283414,1.983878123,-3.449415912,0.494201365,4.125907796,-0.075869986,10.93476269,8.171391375,-2.693143113,-7.263360308,-7.719706538,0.290062987,9.155655951,8.579837306,-4.42456806,-4.521254635,1.658001512,4.515918433,9.990276111,12.68849381,10.2368905,24.47361986,23.67865279,15.48319499,9.001496666,6.247105196,13.62633289,17.34176031,17.7152,17.29546659,12.83255581,5.928627415,11.37329421,25.47577048,23.39223988,17.82786779,12.2443696,15.00359703,14.17483899,15.36884212,16.62370976,17.51091037,18.74522759,15.00135911,14.31303415,12.54208202,7.214152435,7.097573707,6.240798119,9.70199229,21.27231697,20.54933072,15.84486583,12.42935563,13.38124339
ESCWA (Economic and Social Commission for Western Asia),-29.77288736,-22.16756391,-10.80059809,-3.173568466,-3.582085646,10.36583163,21.90642924,10.98974805,9.909458958,11.90802134,27.87710149,24.9124909,18.24485548,12.03389524,16.01896676,22.32622778,27.35052684,30.63723565,29.46673283,39.27303574,65.20551643,64.3271089,71.91973849,98.86813592,94.3748369,106.4154171,244.6364381,120.0505344,123.8290764,78.66821477,49.22025584,100.8327047,125.9834874,74.68401753,23.86962223,4.244005156,5.665493051,13.90509459,-10.35213055,-0.421638855,-16.19753711,9.973508018,42.6096923,21.76031909,10.40669713,5.237726791,8.896140079,9.753582276,18.52288669,19.45270248,-12.45523276,12.5388854,52.88930541,31.41258866,33.03013909,38.83821121,41.42300808,61.50289238,71.23300171,55.09852869,56.54969089,29.99336528,45.81244738,63.97979176,64.99672108,55.99377437,41.42727632,3.958670446,3.985187582,15.11755551,32.55939864,23.75267528
ESCWA: Arab countries,-25.3322621,-21.43158894,-12.31590962,-7.188410921,-11.17873756,1.213344478,8.939921345,1.921524421,-0.189314256,-6.223176414,4.084669855,0.489346079,-4.722372908,-5.753819443,7.774121202,17.50597031,20.72411948,23.92135365,23.81121444,33.86567408,52.50884964,50.36598149,53.39935402,75.27060248,75.21284365,83.91506026,202.0997495,95.88187179,105.4232204,64.84487307,38.04339037,89.3316324,113.1605059,68.33372422,22.61357228,4.617987062,6.547281435,14.76568926,-11.7864154,0.242982191,-15.4249927,8.23855023,40.74516339,23.64035358,11.67170288,5.386201656,7.003396187,8.331031024,19.09314125,20.59716843,-12.04361418,13.14940614,56.91453717,34.02574855,33.56578264,40.53719385,42.30089076,63.16807063,73.25419531,57.21776517,58.37270267,27.99564846,44.75888069,62.4717695,62.09384649,52.2066181,37.69635501,0.770412103,0.686406958,11.89739004,29.09776787,20.66989318
UNECE (Economic Commission for Europe),-6.777403758,-2.757436511,-10.40823708,-8.804482408,-7.314795382,-7.329029222,-5.114679919,-6.475804232,-6.144117644,-4.768445684,-4.37829536,-5.821723644,-3.839177868,-2.425071672,-5.053342253,-5.411466679,-5.185989374,-5.747687809,-6.172248887,-4.424252637,-4.871714822,-5.480705759,-4.989805459,-6.078641409,-6.901798636,-6.059449149,-10.70658106,-7.07705298,-10.10392008,-10.1783149,-7.745739323,-8.545752679,-9.803104062,-7.521005711,-5.688872014,-6.081540875,-9.041205309,-9.974997407,-9.055962643,-9.313621729,-7.908569843,-8.175355727,-8.470934445,-8.018694593,-7.366030492,-5.039645134,-4.495449743,-2.950414491,-2.870027137,-3.802814541,-6.230972204,-8.121719628,-10.65686058,-9.002256501,-9.023589856,-9.356433533,-9.860869168,-11.11612051,-11.3768574,-10.34552783,-9.470634099,-7.342149247,-8.017804079,-7.216931993,-6.664319563,-4.251086238,-4.512626728,-5.955791301,-7.187939498,-7.322286077,-6.895801573,-7.121888483
UNECE: West Balkans,-3.706050048,-31.4516129,-36.50793651,-55.89622642,-35.87654321,-54.71264368,-31.23626374,-44.2768595,-33.2748538,-40.6162465,-38.44240838,-33.84715026,-32.18302095,-37.07739308,-23.2633788,-25.68262411,-32.93455313,-15.25621118,-22.53333333,-26.6725249,-29.67723984,-30.90440487,-41.58315936,-44.07503075,-30.80111352,-36.76346708,-49.5491912,-47.09237365,-33.77545479,-45.46086776,-43.22186624,-49.53743295,-40.45171133,-30.44000763,-23.55459749,-18.43426033,-14.51900634,-12.34865241,-11.8893617,-9.414977834,-4.207627972,-9.533581656,-24.4818451,-7.228677053,-15.4424744,-24.8299102,-33.56452997,-43.78973983,-49.9414274,-55.51516875,-49.43139312,-53.23121201,-50.96754744,-55.46894227,-60.51766995,-61.48212414,-59.29510365,-56.07385586,-52.43673623,-54.10132027,-56.60464152,-53.48563914,-45.3648316,-44.52390098,-44.56023172,-39.92497936,-38.79207897,-36.54217766,-35.69324648,-34.35662771,-35.40849318,-36.25026747
"UNECE: Eastern Europe, Caucasus and Central Asia",6.848184819,-2.781546811,23.21428571,15.06780512,11.2883925,6.464427591,1.2884978,11.95687684,-0.02767783,11.27475876,-1.195402299,7.431500099,-1.172291297,2.916952642,8.907823393,3.017424564,-0.685108583,1.451973194,11.72753696,13.06079419,13.00743889,12.85949453,9.103307194,10.625,-4.322640922,1.662561576,10.10445962,-9.886126964,-2.464049543,10.6426244,3.309856369,12.09949629,11.65438225,8.504098361,11.96911197,13.94014963,13.77394995,4.661400229,9.10523354,12.18596894,3.189055423,-4.707012488,-14.09662475,6.479819596,2.967205874,9.436526264,20.82479262,19.26370591,15.52233371,9.444763063,11.65269646,50.45728478,77.58827922,52.81236764,47.36491966,47.11581441,53.4861218,59.41166456,54.03680166,37.33817485,40.48308066,35.10142244,41.82681145,45.2243768,39.86058399,36.25225008,44.9829023,45.46480769,26.05445761,28.89039262,46.22452162,34.36018531
